"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-07-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"9129","인천광역시 부평구 십정동","609","0609","0000","부평금호어울림","112.9800","202504","12","48,500","102","9","개인","개인","2008","경원대로1110번길 20","-","중개거래","인천 부평구","25.06.09"
"9130","인천광역시 남동구 만수동","1049","1049","0000","담방마을","49.7200","202504","12","15,500","109","3","개인","개인","1994","매소홀로 1030","-","중개거래","인천 남동구","25.07.10"
"9131","인천광역시 연수구 연수동","634","0634","0000","우성2","59.5900","202504","12","33,000","-","13","개인","개인","1995","원인재로 180","20250414","중개거래","인천 연수구","-"
"9132","인천광역시 연수구 연수동","578-1","0578","0001","세경","51.7500","202504","12","20,300","103","14","개인","개인","1997","새말로 134","-","중개거래","인천 연수구","25.06.20"
"9133","인천광역시 연수구 연수동","578-2","0578","0002","주공3","44.6600","202504","12","18,500","303","14","개인","개인","1993","새말로 154","-","중개거래","인천 연수구","25.06.20"
"9134","인천광역시 연수구 연수동","634","0634","0000","우성2","59.5900","202504","12","36,500","210","5","개인","개인","1995","원인재로 180","-","중개거래","인천 연수구","25.07.14"
"9135","인천광역시 동구 화수동","2-7","0002","0007","미륭","39.9240","202504","12","12,000","108","1","개인","개인","1990","화수로 44","-","중개거래","인천 동구","25.06.10"
"9136","인천광역시 남동구 만수동","1045","1045","0000","한국","84.2300","202504","12","29,500","103","16","개인","개인","1992","담방로21번길 23","-","중개거래","인천 남동구","25.05.30"
"9137","인천광역시 남동구 만수동","5-318","0005","0318","아주(5-318)","43.8300","202504","12","9,800","라","4","개인","개인","1988","만수로 97","-","중개거래","인천 남동구","25.04.22"
"9138","인천광역시 남동구 만수동","1115-1","1115","0001","포레시안","84.3500","202504","12","39,000","103","9","개인","개인","2011","만수서로 55","-","중개거래","인천 남동구","25.05.15"
"9139","인천광역시 남동구 논현동","564-1","0564","0001","주공1단지","59.1300","202504","12","22,000","114","18","개인","개인","1998","호구포로 294","-","중개거래","인천 남동구","25.04.28"
"9140","인천광역시 남동구 논현동","577","0577","0000","풍림","85.0000","202504","12","27,800","-","6","개인","법인","2000","청능대로718번길 7","20250714","중개거래","인천 남동구","-"
"9141","인천광역시 남동구 논현동","755-1","0755","0001","에코메트로5","101.9570","202504","12","59,900","507","31","개인","개인","2010","소래역남로 39","-","중개거래","인천 남동구","25.06.30"
"9142","인천광역시 남동구 논현동","756-1","0756","0001","에코메트로6","84.9920","202504","12","52,000","604","28","개인","개인","2010","아암대로1503번길 98","-","중개거래","인천 남동구","25.06.30"
"9143","인천광역시 부평구 부평동","665","0665","0000","부평역해링턴플레이스","59.9290","202504","12","57,700","-","10","개인","개인","2024","동수로 36","-","중개거래","인천 부평구","-"
"9144","인천광역시 부평구 부평동","665","0665","0000","부평역해링턴플레이스","72.9900","202504","12","59,000","-","5","개인","개인","2024","동수로 36","-","중개거래","인천 부평구","-"
"9145","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.5618","202504","12","55,500","103동","26","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.06.11"
"9146","인천광역시 연수구 송도동","192-8","0192","0008","베르디움더퍼스트","74.5812","202504","12","65,800","109동","20","개인","개인","2017","송도문화로84번길 84","-","중개거래","인천 연수구","25.06.13"
"9147","인천광역시 연수구 송도동","23-3","0023","0003","더샵센트럴파크1","96.3180","202504","12","85,000","103","9","개인","개인","2010","센트럴로 232","-","중개거래","인천 연수구","25.06.18"
"9148","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","84.4163","202504","12","71,500","109동","16","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.06.27"
"9149","인천광역시 연수구 송도동","397-8","0397","0008","힐스테이트레이크송도2차","84.9700","202504","12","67,500","-","2","개인","개인","2020","아카데미로 446","-","중개거래","인천 연수구","-"
"9150","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","84.4163","202504","12","71,500","-","16","개인","개인","2018","랜드마크로 113","20250507","중개거래","인천 연수구","-"
"9151","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(201~205)","126.9190","202504","11","50,000","205","1","개인","개인","2008","경원대로864번길 114","-","중개거래","인천 미추홀구","25.07.07"
"9152","인천광역시 남동구 논현동","766-1","0766","0001","에코메트로9","169.6680","202504","11","80,000","-","22","개인","개인","2011","에코중앙로 96","20250412","중개거래","인천 남동구","-"
"9153","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","59.9000","202504","11","42,200","-","16","개인","개인","2007","구월로 192","-","중개거래","인천 남동구","-"
"9154","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","155.9313","202504","11","55,300","113","20","개인","개인","2007","매소홀로 340","-","중개거래","인천 미추홀구","25.06.18"
"9155","인천광역시 미추홀구 학익동","645","0645","0000","신동아7","59.4000","202504","11","17,800","42","1","개인","개인","1994","학익소로61번길 83","-","중개거래","인천 동구, 인천 미추홀구","25.05.20"
"9156","인천광역시 남동구 간석동","415","0415","0000","신태양","43.9900","202504","11","10,000","B","4","개인","개인","1987","예술로268번길 39","-","중개거래","인천 미추홀구","25.04.14"
"9157","인천광역시 남동구 간석동","893-1","0893","0001","우성","109.3100","202504","11","36,000","3","15","개인","개인","1990","방축로 501","-","중개거래","인천 남동구","25.06.02"
"9158","인천광역시 남동구 남촌동","571-1","0571","0001","청호","53.9100","202504","11","12,500","102","1","개인","개인","1991","남촌로93번길 44","-","중개거래","인천 남동구","25.06.16"
"9159","인천광역시 연수구 선학동","353","0353","0000","대동","84.4000","202504","11","29,000","203","15","개인","개인","1992","선학로74번길 17","-","직거래","-","25.04.30"
"9160","인천광역시 연수구 선학동","387","0387","0000","윤성","59.8600","202504","11","21,650","102","13","개인","개인","1995","넘말로79번길 45","-","중개거래","인천 연수구","25.05.27"
"9161","인천광역시 연수구 옥련동","647","0647","0000","송도역서해그랑블","59.1460","202504","11","45,400","101동","26","개인","개인","2024","한진로 76","-","중개거래","인천 연수구","25.06.11"
"9162","인천광역시 남동구 논현동","766-1","0766","0001","에코메트로9","123.8120","202504","11","68,500","906","38","개인","개인","2011","에코중앙로 96","-","중개거래","인천 남동구","25.05.30"
"9163","인천광역시 중구 항동7가","27-107","0027","0107","라이프비취2차","81.2600","202504","11","15,900","16","6","개인","개인","1982","축항대로86번길 47","-","중개거래","인천 중구","25.06.20"
"9164","인천광역시 동구 송림동","341","0341","0000","송림휴먼시아1단지","59.9900","202504","11","24,800","111","3","개인","개인","2009","송향로 31","-","중개거래","인천 동구","25.06.20"
"9165","인천광역시 남동구 논현동","563-3","0563","0003","주공2단지","83.8400","202504","11","26,500","206","18","개인","개인","1998","함박뫼로 439","-","중개거래","인천 남동구","25.06.10"
"9166","인천광역시 남동구 구월동","1142-25","1142","0025","더웰","47.9100","202504","11","18,800","-","12","개인","개인","2015","인주대로623번길 55","20250428","중개거래","인천 남동구","-"
"9167","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","59.9934","202504","11","44,800","-","24","개인","개인","2016","용정공원로 33","20250514","중개거래","인천 미추홀구","-"
"9168","인천광역시 미추홀구 학익동","732-3","0732","0003","엑슬루타워","95.9530","202504","11","42,000","-","19","개인","개인","2010","매소홀로309번길 32","-","중개거래","인천 미추홀구","-"
"9169","인천광역시 부평구 부평동","375-111","0375","0111","피렌체뷰","49.3700","202504","11","17,900","-","10","개인","개인","2014","부흥북로 37","-","중개거래","인천 부평구","25.06.13"
"9170","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","115.6671","202504","11","67,000","-","20","개인","개인","2007","구월로 192","-","중개거래","인천 남동구","-"
"9171","인천광역시 남동구 구월동","24","0024","0000","롯데캐슬골드","83.9829","202504","11","51,500","2201","21","개인","개인","2007","호구포로 803","-","중개거래","인천 남동구","25.06.27"
"9172","인천광역시 남동구 구월동","1513","1513","0000","구월아시아드선수촌5단지","74.9300","202504","11","44,950","505","15","개인","개인","2015","선수촌로 56","-","중개거래","인천 남동구","25.07.07"
"9173","인천광역시 연수구 송도동","4-1","0004","0001","더샵퍼스트월드","105.4690","202504","11","95,000","5","20","개인","개인","2009","해돋이로 107","-","중개거래","인천 연수구","25.05.30"
"9174","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.5618","202504","11","54,000","113동","10","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.07.18"
"9175","인천광역시 연수구 송도동","190-4","0190","0004","송도더샵센트럴시티","59.9900","202504","11","62,700","212동","22","개인","개인","2018","송도국제대로 261","-","중개거래","인천 연수구","25.06.10"
"9176","인천광역시 연수구 송도동","190-4","0190","0004","송도더샵센트럴시티","59.9900","202504","11","62,000","-","39","개인","개인","2018","송도국제대로 261","-","중개거래","인천 연수구","-"
"9177","인천광역시 연수구 송도동","19-3","0019","0003","송도더샵그린워크3차(18-1블럭)","84.7300","202504","11","78,000","-","5","개인","개인","2015","컨벤시아대로130번길 100","-","중개거래","인천 연수구","-"
"9178","인천광역시 연수구 송도동","310-1","0310","0001","송도오션파크베르디움","84.7950","202504","11","64,500","-","28","개인","개인","2020","랜드마크로 110","-","중개거래","인천 연수구","-"
"9179","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.5618","202504","11","56,000","101동","37","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.07.04"
"9180","인천광역시 연수구 송도동","191-2","0191","0002","송도글로벌파크베르디움","63.9721","202504","11","71,000","207동","24","개인","개인","2017","송도문화로28번길 27","-","중개거래","인천 연수구","25.04.30"
"9181","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","69.3321","202504","11","53,800","117","18","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","25.06.30"
"9182","인천광역시 남동구 만수동","1114","1114","0000","벽산","84.9300","202504","11","29,600","-","10","개인","개인","2000","호구포로 924","20250414","중개거래","인천 남동구","-"
"9183","인천광역시 남동구 만수동","1005","1005","0000","주공8단지","38.6400","202504","11","11,500","804","9","개인","개인","1990","담방로 105","-","직거래","-","25.04.11"
"9184","인천광역시 남동구 만수동","1115-1","1115","0001","포레시안","74.9100","202504","11","38,600","104","9","개인","개인","2011","만수서로 55","-","중개거래","인천 남동구","25.06.23"
"9185","인천광역시 남동구 만수동","844-1","0844","0001","대성유니드별빛마을","59.8957","202504","11","28,300","105","8","개인","개인","2006","서판로 30","-","중개거래","인천 남동구","25.07.09"
"9186","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","59.9583","202504","11","42,500","308","23","개인","개인","2023","인하로222번길 20","-","중개거래","인천 미추홀구","25.06.05"
"9187","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","59.9145","202504","11","46,000","302","11","개인","개인","2023","인하로222번길 20","-","중개거래","인천 미추홀구","25.06.09"
"9188","인천광역시 남동구 만수동","1113","1113","0000","주공11단지","84.9000","202504","11","31,500","-","3","개인","개인","1997","만수서로105번길 40-18","-","중개거래","인천 남동구","-"
"9189","인천광역시 연수구 송도동","16-8","0016","0008","송도더샵그린애비뉴7단지","129.1677","202504","11","105,769","701","10","개인","법인","2012","컨벤시아대로42번길 35","-","중개거래","인천 연수구","25.04.29"
"9190","인천광역시 남동구 구월동","24","0024","0000","롯데캐슬골드","83.8913","202504","11","49,000","-","17","개인","개인","2007","호구포로 803","-","중개거래","인천 남동구","-"
"9191","인천광역시 중구 신흥동2가","54-5","0054","0005","삼익","80.3000","202504","11","12,111","2","7","개인","공공기관","1979","인중로 97-1","-","직거래","-","25.05.13"
"9192","인천광역시 중구 중산동","1887-1","1887","0001","영종하늘도시한라비발디","115.4255","202504","11","50,500","921","25","개인","개인","2012","하늘별빛로 86","-","직거래","-","25.04.14"
"9193","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","74.9803","202504","11","50,000","-","14","개인","개인","2020","숙골로88번길 12","-","중개거래","인천 미추홀구","-"
"9194","인천광역시 남동구 간석동","616-6","0616","0006","간석한신더휴","59.9250","202504","11","37,950","106","7","개인","개인","2019","석정로461번길 50","-","중개거래","인천 남동구, 인천 미추홀구","25.04.29"
"9195","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","109.2162","202504","11","70,800","114동","39","개인","개인","2016","용정공원로 33","-","중개거래","인천 미추홀구","25.05.28"
"9196","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","59.9934","202504","11","44,800","111동","24","개인","개인","2016","용정공원로 33","-","중개거래","인천 미추홀구","25.05.23"
"9197","인천광역시 남동구 구월동","1554","1554","0000","구월아시아드선수촌8단지","74.9100","202504","11","42,500","804","3","개인","개인","2015","선수촌로 8","-","중개거래","인천 남동구","25.07.24"
"9198","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","115.6671","202504","11","61,000","1310","20","개인","개인","2007","구월로 192","-","중개거래","인천 남동구","25.07.14"
"9199","인천광역시 연수구 연수동","582-2","0582","0002","승기마을,연수1차시영","26.8200","202504","11","11,500","111","13","개인","개인","1992","원인재로 212","-","중개거래","인천 연수구","25.05.09"
"9200","인천광역시 남동구 간석동","293-1","0293","0001","삼우","55.5900","202504","11","18,000","A","3","개인","개인","1986","구월로157번길 46-4","-","직거래","-","25.04.25"
"9201","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","59.9960","202504","11","34,800","112","9","개인","개인","2008","경원대로 884","-","중개거래","인천 미추홀구","25.06.20"
"9202","인천광역시 서구 당하동","1099-2","1099","0002","당하푸르지오","101.6130","202504","11","40,800","301","13","개인","개인","2005","청마로 170","-","중개거래","인천 서구","25.06.04"
"9203","인천광역시 계양구 효성동","123-57","0123","0057","태산","59.9600","202504","11","24,000","103","20","개인","개인","1997","봉오대로477번길 20","-","중개거래","인천 계양구","25.06.02"
"9204","인천광역시 서구 마전동","997-1","0997","0001","검단힐스테이트2차","123.1580","202504","11","40,000","206","1","개인","개인","2010","완정로92번길 41","-","중개거래","인천 서구","25.06.27"
"9205","인천광역시 서구 청라동","185-1","0185","0001","힐데스하임","59.8871","202504","11","52,000","129","16","개인","개인","2011","청라라임로 17","-","중개거래","인천 서구","25.05.07"
"9206","인천광역시 서구 청라동","160-1","0160","0001","청라린스트라우스","124.4115","202504","11","86,000","-","21","개인","개인","2013","청라라임로 85","-","중개거래","인천 서구","-"
"9207","인천광역시 서구 청라동","160-1","0160","0001","청라린스트라우스","124.4115","202504","11","86,000","-","21","개인","개인","2013","청라라임로 85","20250508","중개거래","인천 서구","-"
"9208","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","84.3700","202504","11","41,300","108","17","개인","개인","1997","원적로 361","-","중개거래","인천 부평구","25.07.25"
"9209","인천광역시 서구 청라동","85-1","0085","0001","청라국제금융단지한양수자인레이크블루","84.4240","202504","11","78,000","652동","19","개인","개인","2019","청라한내로 132","-","중개거래","인천 서구","25.06.24"
"9210","인천광역시 서구 당하동","1318-6","1318","0006","검단신도시디에트르더펠리체","84.9576","202504","11","61,700","612동","12","개인","개인","2022","이음2로 30","-","중개거래","인천 서구","25.05.02"
"9211","인천광역시 서구 검암동","535-2","0535","0002","검암4차신명스카이뷰","84.5888","202504","11","33,000","502","1","개인","개인","2004","검암로10번길 36","-","직거래","-","25.06.02"
"9212","인천광역시 계양구 계산동","12-4","0012","0004","삼보3","49.5900","202504","11","17,500","12","4","개인","개인","1988","경명대로 1126","-","중개거래","인천 계양구","25.06.30"
"9213","인천광역시 서구 청라동","185-1","0185","0001","힐데스하임","59.9007","202504","11","55,800","122","11","개인","개인","2011","청라라임로 17","-","중개거래","서울 성북구, 인천 서구","25.06.10"
"9214","인천광역시 계양구 동양동","615","0615","0000","우남푸르미아","84.9410","202504","11","38,000","103","9","개인","개인","2011","당미5길 7","-","중개거래","인천 계양구","25.04.17"
"9215","인천광역시 부평구 산곡동","91-2","0091","0002","부평IPARK","84.6700","202504","11","71,000","101","26","개인","개인","2020","길주로364번길 9","-","중개거래","인천 부평구","25.06.30"
"9216","인천광역시 서구 원당동","1018","1018","0000","검단신도시푸르지오더베뉴","84.9200","202504","11","71,500","3212동","19","개인","개인","2021","이음6로 33","-","중개거래","인천 서구","25.06.11"
"9217","인천광역시 서구 원당동","852-1","0852","0001","대림e편한세상(원당지구78BL1L)","84.9810","202504","11","29,750","103","4","개인","개인","2004","고산로40번길 12","-","중개거래","인천 서구","25.06.02"
"9218","인천광역시 서구 당하동","1027-15","1027","0015","신안실크벨리","59.9639","202504","11","28,700","-","20","개인","개인","2004","원당대로840번길 22","-","중개거래","인천 서구","-"
"9219","인천광역시 서구 당하동","1027-15","1027","0015","신안실크벨리","84.9922","202504","11","32,000","512","9","개인","개인","2004","원당대로840번길 22","-","중개거래","인천 서구","25.06.05"
"9220","인천광역시 계양구 작전동","388-2","0388","0002","동보","60.0000","202504","11","23,000","-","15","개인","개인","1995","주부토로363번길 27","-","중개거래","인천 계양구","-"
"9221","인천광역시 계양구 작전동","915-1","0915","0001","까치마을태화","37.3800","202504","11","13,000","-","6","개인","개인","1997","효서로 393","-","직거래","-","-"
"9222","인천광역시 계양구 작전동","912-4","0912","0004","도두리마을롯데","40.3200","202504","11","14,600","514","4","개인","개인","1997","도두리로 62","-","중개거래","인천 계양구","25.06.19"
"9223","인천광역시 계양구 작전동","912-5","0912","0005","도두리마을대동","59.8400","202504","11","28,200","528","9","개인","개인","1997","도두리로 74","-","중개거래","인천 계양구","25.06.16"
"9224","인천광역시 부평구 갈산동","362","0362","0000","동남","84.5100","202504","11","34,400","제2","2","개인","개인","1992","갈월서로 27","-","중개거래","인천 부평구","25.05.16"
"9225","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","73.9600","202504","11","33,400","110","14","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","25.06.19"
"9226","인천광역시 서구 가정동","가-","0000","0000","루원시티SKLeaders'VIEW","84.8332","202504","11","68,500","102동","10","개인","개인","2022","가정로 437","-","중개거래","인천 서구","25.05.14"
"9227","인천광역시 계양구 병방동","432-3","0432","0003","학마을서원","34.4400","202504","11","16,800","125","10","개인","개인","1997","용종로 123","-","중개거래","인천 계양구","25.07.14"
"9228","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.4100","202504","11","29,000","304","17","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","25.06.10"
"9229","인천광역시 부평구 산곡동","91-2","0091","0002","부평IPARK","69.2800","202504","11","59,000","102","9","개인","개인","2020","길주로364번길 9","-","중개거래","인천 부평구","25.06.05"
"9230","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202504","11","23,500","204","7","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","25.06.19"
"9231","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202504","11","51,000","-","6","개인","개인","2005","수변로 333","-","중개거래","경기 김포시, 인천 부평구","-"
"9232","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","84.9080","202504","11","50,000","105","18","개인","개인","2007","후정로 7","-","중개거래","경기 부천시 원미구, 인천 부평구","25.07.07"
"9233","인천광역시 서구 가좌동","611","0611","0000","인천가좌두산위브트레지움1,2단지","59.7800","202504","11","36,500","209","3","개인","개인","2017","여우재로 119","-","중개거래","인천 미추홀구, 인천 서구","25.06.20"
"9234","인천광역시 서구 연희동","682","0682","0000","중앙","59.9925","202504","11","19,500","101","9","개인","개인","1997","승학로 334","-","중개거래","인천 서구","25.06.12"
"9235","인천광역시 부평구 삼산동","500","0500","0000","임광그대가","84.9100","202504","10","45,000","106","11","개인","개인","2008","영성서로 10","-","중개거래","인천 부평구","25.06.20"
"9236","인천광역시 부평구 산곡동","255-1","0255","0001","뉴서울아파트","84.8100","202504","10","28,000","2","13","개인","개인","1991","마장로264번길 33","-","중개거래","인천 부평구","25.06.30"
"9237","인천광역시 계양구 작전동","388-2","0388","0002","동보","84.5800","202504","10","34,500","-","13","개인","개인","1995","주부토로363번길 27","-","중개거래","인천 계양구","-"
"9238","인천광역시 계양구 용종동","228-1","0228","0001","초정마을하나","84.9900","202504","10","37,300","318","5","개인","개인","1997","계양문화로 168","-","중개거래","인천 계양구","25.07.25"
"9239","인천광역시 부평구 삼산동","553","0553","0000","브라운스톤부평","59.9900","202504","10","47,500","104","13","개인","개인","2023","후정로 8","-","중개거래","인천 부평구","25.06.24"
"9240","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","59.2488","202504","10","31,000","106","15","개인","개인","2005","후정동로 12","-","중개거래","경기 김포시, 인천 부평구","25.07.04"
"9241","인천광역시 계양구 효성동","238-1","0238","0001","뉴서울5차","84.4200","202504","10","28,700","-","17","개인","개인","1994","아나지로 199","-","중개거래","인천 계양구","-"
"9242","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202504","10","33,800","205","16","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","25.06.05"
"9243","인천광역시 서구 가정동","609-1","0609","0001","루원호반베르디움더센트럴","84.6316","202504","10","59,000","-","2","개인","개인","2018","봉오재3로 75","20250701","중개거래","경기 부천시 원미구, 인천 서구","-"
"9244","인천광역시 계양구 서운동","230","0230","0000","계양효성해링턴플레이스","59.9770","202504","10","45,500","109","6","개인","개인","2021","서운로 34","-","중개거래","인천 계양구","25.06.23"
"9245","인천광역시 서구 왕길동","273-5","0273","0005","원흥","59.7900","202504","10","15,700","105","2","개인","개인","1993","검단로 419","-","중개거래","인천 서구","25.07.10"
"9246","인천광역시 부평구 부개동","296-2","0296","0002","리노빌","59.7965","202504","10","26,000","-","7","개인","개인","2003","수변로9번길 10","-","중개거래","인천 부평구","25.07.23"
"9247","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.8000","202504","10","33,300","707","6","개인","개인","1998","동수천로 118","-","중개거래","인천 부평구","25.06.13"
"9248","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202504","10","16,800","2","6","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","25.04.11"
"9249","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.8000","202504","10","33,300","-","6","개인","개인","1998","동수천로 118","20250501","중개거래","인천 부평구","-"
"9250","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9300","202504","10","31,500","108","16","개인","개인","1996","길주남로 143","-","중개거래","인천 부평구","25.05.16"
"9251","인천광역시 계양구 병방동","433-1","0433","0001","학마을한진","39.8400","202504","10","17,300","138","9","개인","개인","1998","용종로 124","-","중개거래","인천 계양구","25.07.18"
"9252","인천광역시 계양구 병방동","433-1","0433","0001","학마을한진","49.7700","202504","10","21,000","142","12","개인","개인","1998","용종로 124","-","직거래","-","25.04.10"
"9253","인천광역시 부평구 산곡동","155-1","0155","0001","한양(155-1)","84.6650","202504","10","29,000","102","3","개인","개인","1992","안남로 231","-","직거래","-","25.04.11"
"9254","인천광역시 서구 청라동","85-1","0085","0001","청라국제금융단지한양수자인레이크블루","84.6444","202504","10","79,000","650동","19","개인","개인","2019","청라한내로 132","-","중개거래","인천 서구","25.05.29"
"9255","인천광역시 계양구 계산동","산37-6","0037","0006","경신","48.9600","202504","10","11,400","나","4","개인","개인","1987","계양산로 17","-","중개거래","인천 계양구","25.06.02"
"9256","인천광역시 계양구 계산동","949-4","0949","0004","기산","59.6700","202504","10","20,500","101","9","개인","개인","1996","어사대로 39","-","중개거래","인천 계양구","25.05.09"
"9257","인천광역시 계양구 계산동","924-5","0924","0005","제성","47.2900","202504","10","10,900","-","4","개인","개인","1984","하느재로20번길 19","-","중개거래","인천 계양구","25.05.09"
"9258","인천광역시 서구 당하동","820-1","0820","0001","태평","59.9700","202504","10","24,800","-","2","개인","개인","1999","독정로25번길 26-6","-","중개거래","인천 서구","-"
"9259","인천광역시 서구 신현동","302-1","0302","0001","루원e-편한세상하늘채아파트","84.9280","202504","10","58,700","101","9","개인","개인","2010","가정로 387","-","중개거래","인천 서구","25.04.17"
"9260","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202504","10","32,000","104","3","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","25.05.02"
"9261","인천광역시 강화군 선원면 창리","663","0663","0000","세광엔리치빌1차","84.9942","202504","10","17,000","106","1","개인","개인","2001","중앙로 274","-","중개거래","인천 강화군","25.06.20"
"9262","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.9700","202504","10","25,700","102","19","개인","개인","1995","항동로75번길 11","-","중개거래","인천 부평구","25.05.30"
"9263","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202504","10","34,700","106","17","개인","개인","1998","안남로 272","-","중개거래","인천 부평구, 인천 서구","25.06.05"
"9264","인천광역시 서구 가정동","가-","0000","0000","루원시티SKLeaders'VIEW","84.8332","202504","10","72,700","-","12","개인","개인","2022","가정로 437","-","중개거래","인천 서구","-"
"9265","인천광역시 서구 가좌동","30-86","0030","0086","진주3","49.5000","202504","10","17,300","302","15","개인","개인","1989","장고개로309번길 29","-","중개거래","인천 서구","25.05.16"
"9266","인천광역시 서구 가좌동","30-86","0030","0086","진주3","49.5000","202504","10","17,900","301","2","개인","개인","1989","장고개로309번길 29","-","중개거래","인천 서구","25.07.04"
"9267","인천광역시 서구 가좌동","262-1","0262","0001","신영","49.4800","202504","10","8,000","-","5","개인","개인","1984","원적로37번길 23","20250527","직거래","-","-"
"9268","인천광역시 서구 경서동","994","0994","0000","인천경서아시아드대광로제비앙","84.0741","202504","10","46,000","107동","9","개인","개인","2017","모월곶로 41","-","중개거래","인천 서구","25.05.29"
"9269","인천광역시 서구 가정동","609-1","0609","0001","루원호반베르디움더센트럴","84.6316","202504","10","59,000","-","2","개인","개인","2018","봉오재3로 75","-","중개거래","경기 부천시 원미구, 인천 서구","-"
"9270","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","98.9100","202504","10","50,000","제119","17","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","25.06.30"
"9271","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.9700","202504","10","25,700","-","19","개인","개인","1995","항동로75번길 11","20250410","중개거래","인천 부평구","-"
"9272","인천광역시 서구 금곡동","736-1","0736","0001","검단우방아이유쉘","59.8184","202504","10","34,000","106동","7","개인","개인","2017","완정로 208","-","중개거래","인천 서구","25.07.16"
"9273","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","84.9588","202504","10","40,000","205","4","개인","개인","2007","원적로 344","-","직거래","-","25.05.02"
"9274","인천광역시 부평구 삼산동","206-2","0206","0002","동남","59.9100","202504","10","15,000","1","2","개인","개인","1989","후정동로25번길 3-10","-","중개거래","인천 부평구","25.07.18"
